Europejska Wspólnota Węgla i Stali			
był Amerykaninem	amerykańskiej		
w Islandii			
filozofem			
nie			
w Czechosłowacji			
Attyla			
Giacomo Puccini			
Ad Astra	Do Gwiazd		
E			
zero	0		
nie			
w Ameryce Północnej			
arsen			
w Rosji			
Lascaux			
z czarnej porzeczki			
w XIX	19		
na Oceanie Spokojnym			
Hermes			
w Cytadeli Warszawskiej			
innowierców	chrześcijan		
sutka	piersi		
matka i córka			
Hotel Lambert	Hôtel Lambert		
w Uzbekistanie			
w Medynie			
Śląska			
Cuszima			
Mohikanów			
nie			
Leśna Góra			
Polihymnia			
Małgorzata			
duńskiej			
złej baletnicy			
nauczyciele			
Bukareszt			
w pierwszym			
zakaz postoju w dni nieparzyste			
szewcem			
„O krasnoludkach i sierotce Marysi”			
Jan Sebastian Bach			
w 1921			
męski			
dumka			
w Egipcie			
monarchista	rojalista		
we Włoszech			
amerykańską			
Juliusz Verne			
w 1999			
przy zawieraniu małżeństwa	przy zaślubinach		
w Londynie			
z Hiszpanii			
konferansjer			
w Katowicach			
w pomorskim			
w Europie			
sześć	6		
cosinus			
wokół Troi			
w Warszawie			
nie			
kryminologia			
Central Parku			
w Amsterdamie			
w Neapolu			
w XI	11		
w Paryżu			
tak			
Lublina			
we Francji			
lekkoatletyka	lekka atletyka		
Józef Poniatowski			
35			
w Bytomiu			
w Egipcie			
bristol	brystol		
do Grecji			
żywe			
w XX	20		
Klio			
nad Wartą			
zbroja			
Dąbrowskiego			
trzy	3		
tak			
wolne			
tak			
prawą			
Aleksandra Zelwerowicza			
klincz			
Sudetów			
rybą			
tak			
Ramadan			
na Oceanie Atlantyckim	na Atlantyku		
w 1492			
nad Dunajem			
Ślązakiem			
tak			
endoprotezy			
w Tarnowie			
wodoru			
z Hiszpanii			
Abu Simbel			
ojciec			
Kazimierz Jagiellończyk			
Kepler			
Niccolò Paganiniego			
rak			
Egiptu			
Australii			
renifery			
braćmi			
matka karmicielka			
ze srebra			
Adama Mickiewicza			
z Einsteinem			
w XIX	19		
boks			
na Tajwanie			
w XVIII	18		
fosa			
Sputnik			
pod Savannah			
banknot			
w 1942			
w Amsterdamie			
Witold Gombrowicz			
Morze Martwe			
oskrzela			
pięć	5		
w 1770			
w Republice Południowej Afryki	w RPA		
nie			
we Włoszech			
w czasie wojny Muzy milczą			
Jan Onufry			
gazowy			
w Ameryce Południowej			
Libia			
kardynała Wyszyńskiego	Stefana Wyszyńskiego		
Jakobini			
tak			
rzęs			
kidnaper			
„Kongres futurologiczny”			
karczowanie			
Ludwika XV			
kapelusz			
nie			
nie			
Achilles			
w Pekinie			
Jerzy Waszyngton	George Washington		
Paweł Strzelecki			
LXX			
Jürgen Stroop			
Pieter	Jan		
z Kanady			
z Danii			
Bona Sforza			
w XIX	19		
żółtego			
trzęsienie ziemi			
Centralna Magistrala Kolejowa			
w Afryce			
Hieronim Bosch			
James Bond			
Mordechaj Anielewicz			
w XIX	19		
sto	100		
krytyk się nie boi			
tak			
w XX	20		
gmina			
Leonardo da Vinci			
w Rabce-Zdrój			
żuk			
sprint			
w VIII	8		
w XIX	19		
tak			
z ropy naftowej			
pasternak i figa	figa i pasternak		
jednooki			
dziad			
Hubert			
w Odessie			
„Lista Schindlera”			
ordynans			
w XX	20		
pielmieni			
w Turcji			
burłacy			
wydra			
komórki glonów			
w Gdańsku			
na ospę			
dziesięć	10		
w Ameryce Północnej			
tak			
Fryderyk II Wielki			
tak			
skrzypiec			
